figure,panel,endpoint,contrast,estimate,ci95_low,ci95_high,unit,n,test,alternative,p_raw,p_adjusted,p_adjust_method,statistics_status,source_file
fig6,b,P_target_cue_only,,8.5,3.8756108001405583,13.124389199859442,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_sequence_state,,38.9,33.9402558179571,43.859744182042895,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_single_item_memory,,8.5,3.8756108001405583,13.124389199859442,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_cue_only,,14.0,9.869398685086495,18.130601314913505,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_sequence_state,,40.45,35.896011101006316,45.00398889899369,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_single_item_memory,,14.0,9.869398685086495,18.130601314913505,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_cue_only,,9.5,6.287863895426078,12.712136104573922,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_sequence_state,,38.9,34.3196965481747,43.4803034518253,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_single_item_memory,,9.5,6.287863895426078,12.712136104573922,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_cue_only,,7.0,2.9539933387445636,11.046006661255436,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_sequence_state,,43.55,37.75108272014992,49.34891727985008,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_single_item_memory,,7.0,2.9539933387445636,11.046006661255436,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_cue_only,,11.5,6.401344202891428,16.59865579710857,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_sequence_state,,45.0,41.69412376917995,48.30587623082005,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_single_item_memory,,11.5,6.490300964968607,16.509699035031392,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_cue_only,,10.0,5.705205259567245,14.294794740432755,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_sequence_state,,49.2,44.25259032508227,54.14740967491774,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_single_item_memory,,11.8,7.721075362313143,15.878924637686858,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_cue_only,,6.5,3.0125446898128985,9.987455310187102,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_sequence_state,,61.95,56.30011018724548,67.59988981275453,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_single_item_memory,,33.05,29.673477961823288,36.42652203817671,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_cue_only,,10.0,5.705205259567245,14.294794740432755,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_sequence_state,,76.6,72.53579872572445,80.66420127427554,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_single_item_memory,,72.15,67.83038061663223,76.46961938336779,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,sequence_minus_singleton_access_gain,,19.15,13.335596941929225,24.964403058070772,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_statistics.csv
fig6,b,sequence_minus_singleton_access_gain,,29.5,25.597581605570163,33.40241839442984,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_statistics.csv
fig6,b,sequence_minus_singleton_access_gain,,30.4,23.596782134287494,37.2032178657125,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_statistics.csv
fig6,b,sequence_minus_singleton_access_gain,,26.45,20.253214290823628,32.64678570917637,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_statistics.csv
fig6,b,sequence_minus_singleton_access_gain,,29.4,24.39053108964017,34.40946891035983,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_statistics.csv
fig6,b,sequence_minus_singleton_access_gain,,36.55,29.211876266016397,43.8881237339836,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_statistics.csv
fig6,b,sequence_minus_singleton_access_gain,,33.5,27.415812716541176,39.584187283458824,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_statistics.csv
fig6,b,sequence_minus_singleton_access_gain,,37.4,31.30842749761759,43.49157250238241,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_statistics.csv
fig6,b,sequence_minus_singleton_access_gain,,28.9,25.212036474445114,32.58796352555488,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_statistics.csv
fig6,b,sequence_minus_singleton_access_gain,,4.45,1.6938131748441072,7.206186825155893,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_statistics.csv
fig6,b,sequence_minus_singleton_access_gain,mean_sequence_minus_singleton_access_gain_vs_zero,27.57,25.980193388087915,29.159806611912085,percent,20,one_sample_t,two-sided,5.143735083039141e-19,5.143735083039141e-19,BH,predeclared_recomputed,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_statistics.csv
fig6,c,target_probability,,37.1,33.18755042357097,41.012449576429034,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_c_position_statistics.csv
fig6,c,target_probability,,39.75,35.129663590860666,44.370336409139334,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_c_position_statistics.csv
fig6,c,target_probability,,43.95,39.68895808147645,48.211041918523556,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_c_position_statistics.csv
fig6,c,target_probability,,41.0,36.575631779392246,45.424368220607754,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_c_position_statistics.csv
fig6,c,target_probability,,47.55,41.93285217757104,53.16714782242895,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_c_position_statistics.csv
fig6,c,target_probability,,56.9,51.0843578787435,62.715642121256494,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_c_position_statistics.csv
fig6,c,target_probability,,78.1,74.77708036774759,81.4229196322524,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_c_position_statistics.csv
fig6,c,target_probability,,38.25,34.628355286958595,41.871644713041405,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_c_position_statistics.csv
fig6,c,target_probability,,37.85,34.65667137022069,41.04332862977931,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_c_position_statistics.csv
fig6,c,target_probability,,40.9,37.01712787812692,44.782872121873076,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_c_position_statistics.csv
fig6,c,target_probability,,40.4,37.56169626036526,43.23830373963474,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_c_position_statistics.csv
fig6,c,target_probability,,43.55,39.752459650738516,47.34754034926148,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_c_position_statistics.csv
fig6,c,target_probability,,45.7,41.59431325055778,49.80568674944222,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_c_position_statistics.csv
fig6,c,target_probability,,62.35,58.72072373425664,65.97927626574337,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_c_position_statistics.csv
fig6,c,target_probability,,5.0,3.947994433595083,6.052005566404917,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_c_position_statistics.csv
fig6,c,target_probability,,5.6,4.281491019925991,6.918508980074009,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_c_position_statistics.csv
fig6,c,target_probability,,5.7,4.242772916833335,7.157227083166665,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_c_position_statistics.csv
fig6,c,target_probability,,6.55,5.53735925587328,7.562640744126719,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_c_position_statistics.csv
fig6,c,target_probability,,5.75,4.677644278125469,6.822355721874531,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_c_position_statistics.csv
fig6,c,target_probability,,5.8,4.657633037606454,6.942366962393546,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_c_position_statistics.csv
fig6,c,target_probability,,12.8,11.105051760354787,14.494948239645215,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_c_position_statistics.csv
fig6,c,matched_minus_same_label_novel,matched_minus_same_label_novel,5.05,3.502967997314754,6.597032002685246,percent,20,one_sample_t,two-sided,1.604931841882471e-06,1.604931841882471e-06,BH,predeclared_recomputed,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_c_statistics.csv
fig6,c,matched_minus_unseen,matched_minus_unseen,42.45,40.53418161720109,44.36581838279891,percent,20,one_sample_t,two-sided,5.138030957759312e-21,1.0276061915518624e-20,BH,predeclared_recomputed,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_c_statistics.csv
fig6,d,rescued_fraction,,0.018333333333333313,0.0076262129847535845,0.02904045368191304,fraction,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_d_statistics.csv
fig6,d,rescued_fraction,,0.059999999999999984,0.03647644040810434,0.08352355959189563,fraction,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_d_statistics.csv
fig6,d,rescued_fraction,,0.2599999999999999,0.23022757473487107,0.28977242526512875,fraction,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_d_statistics.csv
fig6,d,rescued_fraction,,0.3366666666666666,0.3031308856973152,0.370202447636018,fraction,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_d_statistics.csv
fig6,d,rescued_fraction,,0.127,0.1058997035991231,0.1481002964008769,fraction,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_d_statistics.csv
fig6,d,rescued_fraction,,0.323,0.3030222785696482,0.3429777214303518,fraction,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_d_statistics.csv
fig6,d,rescued_fraction,,0.48299999999999993,0.46104292751913956,0.5049570724808603,fraction,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_d_statistics.csv
fig6,d,rescued_fraction,,0.354,0.3271618280106743,0.3808381719893257,fraction,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_d_statistics.csv
fig6,d,rescued_fraction,,0.30071428571428566,0.2799675111379004,0.3214610602906709,fraction,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_d_statistics.csv
fig6,d,rescued_fraction,,0.4542857142857143,0.43147300098234,0.4770984275890886,fraction,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_d_statistics.csv
fig6,d,rescued_fraction,,0.5607142857142856,0.5427118949236824,0.5787166765048888,fraction,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_d_statistics.csv
fig6,d,rescued_fraction,,0.3557142857142857,0.32566481225883254,0.3857637591697389,fraction,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_d_statistics.csv
fig6,d,rescued_fraction,,0.477,0.46522842280144044,0.4887715771985595,fraction,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_d_statistics.csv
fig6,d,rescued_fraction,,0.5750000000000001,0.5600066138264702,0.5899933861735299,fraction,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_d_statistics.csv
fig6,d,rescued_fraction,,0.6165,0.5954448262753477,0.6375551737246524,fraction,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_d_statistics.csv
fig6,d,rescued_fraction,,0.3745,0.3522107290389211,0.3967892709610789,fraction,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_d_statistics.csv
fig6,d,rescued_fraction,standardized_seq_len_x_delay_interaction,-0.06642358565149811,-0.0738777311558491,-0.05896944014714713,standardized_interaction_coefficient,20,one_sample_t,two-sided,1.1291372658749466e-13,1.1291372658749466e-13,none,predeclared_recomputed,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_d_statistics.csv
fig6,e,recruitment_loss,,3.3138802798431093,3.2850507427068494,3.342709816979369,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_e_statistics.csv
fig6,e,recruitment_loss,,0.793074924068132,0.7571834564129688,0.8289663917232951,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_e_statistics.csv
fig6,e,high_stsp_overlap_minus_matched_loss,high_stsp_overlap_minus_matched_loss,2.5208053557749777,2.4827759640342957,2.5588347475156596,percent,20,one_sample_t,two-sided,5.005471715755066e-30,5.005471715755066e-30,BH,predeclared_recomputed,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_e_statistics.csv
fig6,f,early_firing_delta,,0.0,0.0,0.0,percentage_points,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_f_statistics.csv
fig6,f,early_firing_delta,,0.0,0.0,0.0,percentage_points,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_f_statistics.csv
fig6,f,early_firing_delta,,16.65937183558285,16.596127198405565,16.722616472760134,percentage_points,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_f_statistics.csv
fig6,f,early_firing_delta,,0.6626069634520876,0.6320662456614954,0.6931476812426798,percentage_points,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_f_statistics.csv
fig6,f,overlap_gated_stsp_interaction,stsp_effect_with_overlap_minus_without_overlap_at_10ms,15.99676487213076,15.926504996507079,16.06702474775444,percentage_points,20,one_sample_t,two-sided,3.3174231737946617e-40,3.3174231737946617e-40,BH,predeclared_recomputed,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_f_statistics.csv
s2,a,100_minus_1200_accuracy_gap,,19,,,,20,,two-sided,1.90734863281e-06,7.62939453125e-06,Holm,primary,metrics/primary_tests.csv
s2,b,100_minus_1200_sample_bias,,5.85,,,,20,,two-sided,1.90734863281e-06,7.62939453125e-06,Holm,primary,metrics/primary_tests.csv
s2,c,paired_net_donor_flux,,4.25,,,,20,,two-sided,3.81469726562e-06,7.62939453125e-06,Holm,primary,metrics/primary_tests.csv
s2,d,difference_in_donor_excess,,3.7808794927,,,,20,,two-sided,3.81469726562e-06,7.62939453125e-06,Holm,primary,metrics/primary_tests.csv
s2,b,layer1_only_layer2_update_donor_transfer,,0.808631998692,,,,20,,greater,9.53674316406e-07,7.62939453125e-06,Holm,confirmatory,metrics/primary_tests.csv
s2,b,layer1_only_early_class_score_donor_transfer,,0.520979889966,,,,20,,greater,9.53674316406e-07,7.62939453125e-06,Holm,confirmatory,metrics/primary_tests.csv
s2,c,Early L3_Alignment_above_null,,0.464652452005,,,,20,,greater,9.53674316406e-07,5.72204589844e-06,Holm,primary,metrics/primary_tests.csv
s2,c,Early L3_Median DTI_above_null,,0.538431536226,,,,20,,greater,9.53674316406e-07,5.72204589844e-06,Holm,primary,metrics/primary_tests.csv
s2,c,Early L3_Positive frac._above_null,,0.2329,,,,20,,greater,9.53674316406e-07,5.72204589844e-06,Holm,primary,metrics/primary_tests.csv
s2,c,L2 update_Alignment_above_null,,0.85651010537,,,,20,,greater,9.53674316406e-07,5.72204589844e-06,Holm,primary,metrics/primary_tests.csv
s2,c,L2 update_Median DTI_above_null,,0.814508946465,,,,20,,greater,9.53674316406e-07,5.72204589844e-06,Holm,primary,metrics/primary_tests.csv
s2,c,L2 update_Positive frac._above_null,,0.5,,,,20,,greater,9.53674316406e-07,5.72204589844e-06,Holm,primary,metrics/primary_tests.csv
s2,d,untouched_layer1_only_layer2_update_donor_transfer,,0.808653506071,,,,19,,greater,1.90734863281e-06,1.52587890625e-05,Holm,confirmatory,metrics/primary_tests.csv
s2,d,untouched_layer1_only_early_class_score_donor_transfer,,0.519033178467,,,,19,,greater,1.90734863281e-06,1.52587890625e-05,Holm,confirmatory,metrics/primary_tests.csv
s2,a,minimum_overlap_minus_probe,,8.66841898931,,,,20,,two-sided,1.90734863281e-06,1.14440917969e-05,Holm,primary,metrics/primary_tests.csv
s2,a,minimum_overlap_minus_random,,10.7176607382,,,,20,,two-sided,1.90734863281e-06,1.14440917969e-05,Holm,primary,metrics/primary_tests.csv
s2,b,minimum_across_winner_caps,,0.117658803829,,,,20,,two-sided,0.00228118896484,0.00228118896484,Holm,primary,metrics/primary_tests.csv
s2,c,minimum_across_distance_limits,,0.160313619631,,,,20,,two-sided,1.52587890625e-05,3.0517578125e-05,Holm,primary,metrics/primary_tests.csv
s2,d,attenuation_disrupted_fraction,,66.9806534671,,,,20,,two-sided,1.90734863281e-06,1.14440917969e-05,Holm,primary,metrics/primary_tests.csv
s2,d,reset_minus_attenuation_disruption,,33.0193465329,,,,20,,two-sided,1.90734863281e-06,1.14440917969e-05,Holm,primary,metrics/primary_tests.csv
s2,a,all20_early_layer2_event_map_donor_transfer_K1,,0.337445154118,,,,20,,greater,9.53674316406e-07,3.81469726562e-06,Holm,confirmatory,metrics/primary_tests.csv
s2,a,all20_early_layer2_event_map_donor_transfer_K5,,0.343868103524,,,,20,,greater,9.53674316406e-07,3.81469726562e-06,Holm,confirmatory,metrics/primary_tests.csv
s2,b,all20_layer3_successor_ux_donor_transfer_K1,,0.282558263335,,,,20,,greater,9.53674316406e-07,3.81469726562e-06,Holm,confirmatory,metrics/primary_tests.csv
s2,b,all20_layer3_successor_ux_donor_transfer_K5,,0.290808300055,,,,20,,greater,9.53674316406e-07,3.81469726562e-06,Holm,confirmatory,metrics/primary_tests.csv
s2,c,confirm19_early_layer2_event_map_donor_transfer_K1,,0.337250012984,,,,19,,greater,1.90734863281e-06,7.62939453125e-06,Holm,confirmatory,metrics/primary_tests.csv
s2,c,confirm19_early_layer2_event_map_donor_transfer_K5,,0.344057796228,,,,19,,greater,1.90734863281e-06,7.62939453125e-06,Holm,confirmatory,metrics/primary_tests.csv
s2,c,confirm19_layer3_successor_ux_donor_transfer_K1,,0.282366911105,,,,19,,greater,1.90734863281e-06,7.62939453125e-06,Holm,confirmatory,metrics/primary_tests.csv
s2,c,confirm19_layer3_successor_ux_donor_transfer_K5,,0.290586557318,,,,19,,greater,1.90734863281e-06,7.62939453125e-06,Holm,confirmatory,metrics/primary_tests.csv
s2,b,per_network_worst_stage_joint_displacement,,0.48902545391,,,,20,,two-sided,1.90734863281e-06,1.90734863281e-06,Holm,primary,metrics/primary_tests.csv
s2,c,u_cross_stage,,0.261394892354,,,,20,,two-sided,1.90734863281e-06,1.14440917969e-05,Holm,primary,metrics/primary_tests.csv
s2,c,u_early_minus_late,,0.0814693281337,,,,20,,two-sided,1.90734863281e-06,1.14440917969e-05,Holm,primary,metrics/primary_tests.csv
s2,c,u_terminal_k10,,0.219567317377,,,,20,,two-sided,1.90734863281e-06,1.14440917969e-05,Holm,primary,metrics/primary_tests.csv
s2,d,x_cross_stage,,0.802736374073,,,,20,,two-sided,1.90734863281e-06,1.14440917969e-05,Holm,primary,metrics/primary_tests.csv
s2,d,x_early_minus_late,,-0.00252281746939,,,,20,,two-sided,0.676454544067,0.676454544067,Holm,boundary,metrics/primary_tests.csv
s2,d,x_terminal_k10,,0.809729550445,,,,20,,two-sided,1.90734863281e-06,1.14440917969e-05,Holm,primary,metrics/primary_tests.csv
s2,a,minimum_effective_components_above_one,,1.99425046863,,,,20,,greater,9.53674316406e-07,1.90734863281e-06,Holm,primary,metrics/primary_tests.csv
s2,b,maximum_latest_weight_below_half,,0.164528515903,,,,20,,greater,9.53674316406e-07,1.90734863281e-06,Holm,primary,metrics/primary_tests.csv
s2,c,load_by_delay_mean_delta_g,,0.0296840642957,,,,20,,two-sided,1.90734863281e-06,5.72204589844e-06,Holm,primary,metrics/primary_tests.csv
s2,d,k10_d800_moran_excess,,0.763387551256,,,,20,,two-sided,1.90734863281e-06,5.72204589844e-06,Holm,primary,metrics/primary_tests.csv
s2,f,minimum_matched_minus_deranged,,0.133676298581,,,,20,,two-sided,1.90734863281e-06,5.72204589844e-06,Holm,primary,metrics/primary_tests.csv
s2,a,all_trials_removal_difference,,2.60696747449,,,,20,,greater,9.53674316406e-07,1.90734863281e-06,Holm,primary,metrics/primary_tests.csv
s2,a,exact_match_removal_difference,,2.52080535577,,,,20,,greater,9.53674316406e-07,1.90734863281e-06,Holm,primary,metrics/primary_tests.csv
s2,c,interaction_at_5ms,,11.7769352777,,,,20,,two-sided,1.90734863281e-06,5.72204589844e-06,Holm,primary,metrics/primary_tests.csv
s2,c,interaction_at_15ms,,18.6221379867,,,,20,,two-sided,1.90734863281e-06,5.72204589844e-06,Holm,primary,metrics/primary_tests.csv
s2,c,interaction_at_20ms,,16.147250246,,,,20,,two-sided,1.90734863281e-06,5.72204589844e-06,Holm,primary,metrics/primary_tests.csv
s2,d,q0.20_overlap0.02,,21.2555249024,,,,20,,two-sided,1.90734863281e-06,2.28881835938e-05,Holm,primary,metrics/primary_tests.csv
s2,d,q0.20_overlap0.05,,21.5099372024,,,,20,,two-sided,1.90734863281e-06,2.28881835938e-05,Holm,primary,metrics/primary_tests.csv
s2,d,q0.20_overlap0.10,,21.7290176416,,,,20,,two-sided,1.90734863281e-06,2.28881835938e-05,Holm,primary,metrics/primary_tests.csv
s2,d,q0.30_overlap0.02,,20.2614134993,,,,20,,two-sided,1.90734863281e-06,2.28881835938e-05,Holm,primary,metrics/primary_tests.csv
s2,d,q0.30_overlap0.05,,20.496737039,,,,20,,two-sided,1.90734863281e-06,2.28881835938e-05,Holm,primary,metrics/primary_tests.csv
s2,d,q0.30_overlap0.10,,20.7039208714,,,,20,,two-sided,1.90734863281e-06,2.28881835938e-05,Holm,primary,metrics/primary_tests.csv
s2,d,q0.40_overlap0.02,,18.1375332777,,,,20,,two-sided,1.90734863281e-06,2.28881835938e-05,Holm,primary,metrics/primary_tests.csv
